Book Id,Author,Author l-f,Additional Authors,ISBN,ISBN13,my_rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies,matches,match_score,authors,description,average_rating,categories,title,combined_text
26156203.0,Evelyn Skye,"Skye, Evelyn",,"=""0062422588""","=""9780062422583""",5.0,3.82,HarperCollins,Hardcover,407.0,2016.0,2016.0,2020/10/12,2020/05/07,tbr-2020,tbr-2020 (#1),read,,,,1.0,0.0,"[('the most dangerous game', 61)]",86.0,,,,,the crowns game the crowns game 1,the crowns game the crowns game 1     tbr-2020 HarperCollins 2016.0
51007311.0,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4.0,4.21,"Hoover Ink, Inc.",Kindle Edition,338.0,2020.0,2020.0,2020/10/04,2020/08/21,,,read,,,,1.0,0.0,"[('heart of darkness', 71)]",86.0,,,,,heart bones,"heart bones      Hoover Ink, Inc. 2020.0"
38355440.0,Signe Pike,"Pike, Signe",,"=""1501191411""","=""9781501191411""",0.0,4.16,Touchstone,Hardcover,527.0,2018.0,2018.0,,2020/09/27,to-read,to-read (#230),to-read,,,,0.0,0.0,"[('the club of queer trades', 55)]",86.0,,,,,the lost queen the lost queen 1,the lost queen the lost queen 1     to-read Touchstone 2018.0
16143347.0,E. Lockhart,"Lockhart, E.",,"=""0385741278""","=""9780385741279""",0.0,3.66,Delacorte Press,Paperback,320.0,2018.0,2014.0,,2020/08/21,to-read,to-read (#229),to-read,,,,0.0,0.0,"[('the secret adversary', 55)]",86.0,,,,,we were liars,we were liars     to-read Delacorte Press 2018.0
34066798.0,Amor Towles,"Towles, Amor",,"=""""","=""""",0.0,4.32,Penguin Books,Paperback,462.0,2019.0,2016.0,,2020/05/10,"tbr-2020, currently-reading","tbr-2020 (#2), currently-reading (#1)",currently-reading,,,,1.0,0.0,"[('the woman in white', 51)]",86.0,,,,,a gentleman in moscow,"a gentleman in moscow     tbr-2020, currently-reading Penguin Books 2019.0"
26032912.0,Holly Black,"Black, Holly",,"=""0316310409""","=""9780316310406""",3.0,4.34,"Little, Brown",ebook,321.0,2019.0,2019.0,2020/08/21,2018/12/06,tbr-2020,tbr-2020 (#8),read,So disappointed with this book. I found the story to be dull.,,,1.0,0.0,"[('the case of the lefthanded lady', 55)]",86.0,,,,,the queen of nothing the folk of the air 3,"the queen of nothing the folk of the air 3    So disappointed with this book. I found the story to be dull. tbr-2020 Little, Brown 2019.0"
48717442.0,Jessica  Goodman,"Goodman, Jessica",,"=""0593114299""","=""9780593114292""",0.0,3.48,Razorbill,Hardcover,336.0,2020.0,2020.0,,2020/08/16,to-read,to-read (#228),to-read,,,,0.0,0.0,"[('and then there were none', 57)]",63.0,,,,,they wish they were us,they wish they were us     to-read Razorbill 2020.0
6334.0,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""1400078776""","=""9781400078776""",5.0,3.85,Vintage Books ,Paperback,288.0,2010.0,2005.0,2020/04/02,2020/03/29,best-of-2020,best-of-2020 (#6),read,"I would actually give it a 3.5 stars.<br/>The way the book was written and narrated was the only reason that kept me finishing the whole book. It was very nicely presented however, there were alot of things that confused me and I couldn’t understand them at all. Some of the confusion was cleared at the very end of the book. For me this book wasn’t really bad but neither too good. <br/>Any character in the book worth mentioning will be Tommy! He was such a delight to read. <br/>**********<br/>Update : I have just adjusted my rating to 5 stars because I realised how angry i was at the book back then when I finished reading it. Due to my anger i gave a low rating but now when i look back to the story, it think it’s one of the amazing writings that i have come across. ",,,1.0,0.0,"[('five little pigs', 52)]",86.0,,,,,never let me go,"never let me go    I would actually give it a 3.5 stars.<br/>The way the book was written and narrated was the only reason that kept me finishing the whole book. It was very nicely presented however, there were alot of things that confused me and I couldn’t understand them at all. Some of the confusion was cleared at the very end of the book. For me this book wasn’t really bad but neither too good. <br/>Any character in the book worth mentioning will be Tommy! He was such a delight to read. <br/>**********<br/>Update : I have just adjusted my rating to 5 stars because I realised how angry i was at the book back then when I finished reading it. Due to my anger i gave a low rating but now when i look back to the story, it think it’s one of the amazing writings that i have come across.  best-of-2020 Vintage Books  2010.0"
45891343.0,Alex Light,"Light, Alex",,"=""0062918052""","=""9780062918055""",0.0,3.6,HarperTeen,Hardcover,288.0,2020.0,2020.0,,2020/08/06,to-read,to-read (#227),to-read,,,,0.0,0.0,"[('the price of salt', 68)]",86.0,,,,,the upside of falling,the upside of falling     to-read HarperTeen 2020.0
45861077.0,Amanda Sellet,"Sellet, Amanda",,"=""0358156610""","=""9780358156611""",3.0,3.49,Clarion Books,Hardcover,384.0,2020.0,2020.0,2020/08/06,2020/08/06,,,read,3.5 stars.,,,1.0,0.0,"[('the broker', 67)]",86.0,,,,,by the book,by the book    3.5 stars.  Clarion Books 2020.0
11127.0,C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0.0,4.28,HarperCollins,Paperback,767.0,2014.0,1956.0,,2020/08/04,to-read,to-read (#226),to-read,,,,0.0,0.0,"[('the old man in the corner', 52)]",86.0,,,,,the chronicles of narnia the chronicles of narnia 17,the chronicles of narnia the chronicles of narnia 17     to-read HarperCollins 2014.0
33.0,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0618640150""","=""9780618640157""",0.0,4.54,Houghton Mifflin Harcourt,Paperback,1216.0,2005.0,1954.0,,2020/08/04,to-read,to-read (#225),to-read,,,,0.0,0.0,"[('the riddle of the sands', 73)]",86.0,,,,,the lord of the rings,the lord of the rings     to-read Houghton Mifflin Harcourt 2005.0
5821978.0,Jenny Han,"Han, Jenny",,"=""1416968237""","=""9781416968238""",4.0,3.75,Simon & Schuster Books for Young Readers,Hardcover,276.0,2009.0,2009.0,2020/08/01,2020/07/30,,,read,,,,1.0,0.0,"[('the murders in the rue morgue', 56)]",86.0,,,,,the summer i turned pretty summer 1,the summer i turned pretty summer 1      Simon & Schuster Books for Young Readers 2009.0
30038855.0,Brigid Kemmerer,"Kemmerer, Brigid",,"=""1681190087""","=""9781681190082""",5.0,4.31,Bloomsbury USA Childrens,Hardcover,391.0,2017.0,2017.0,2020/07/30,2020/07/29,,,read,,,,1.0,0.0,"[('the silence of the lambs', 52)]",86.0,,,,,letters to the lost letters to the lost 1,letters to the lost letters to the lost 1      Bloomsbury USA Childrens 2017.0
28110852.0,Kelly Barnhill,"Barnhill, Kelly",,"=""1616205679""","=""9781616205676""",0.0,4.12,"Little, Brown Books for Young Readers",Hardcover,388.0,2016.0,2016.0,,2020/07/29,to-read,to-read (#224),to-read,,,,0.0,0.0,"[('the girl on the train', 71)]",86.0,,,,,the girl who drank the moon,"the girl who drank the moon     to-read Little, Brown Books for Young Readers 2016.0"
28791088.0,Cookie O'Gorman,"O'Gorman, Cookie",,"=""""","=""""",5.0,3.92,,ebook,283.0,2016.0,2016.0,2020/07/28,2020/07/28,,,read,Truly adorkable.,,,1.0,0.0,"[('dark angel', 53)]",54.0,,,,,adorkable,adorkable    Truly adorkable.   2016.0
2767793.0,Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",0.0,4.56,Tor Books,Hardcover,572.0,2008.0,2008.0,,2020/07/20,to-read,to-read (#223),to-read,,,,0.0,0.0,"[('the secret history', 58)]",86.0,,,,,the hero of ages mistborn 3,the hero of ages mistborn 3     to-read Tor Books 2008.0
68429.0,Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",4.0,4.38,Tor Books,Hardcover,590.0,2007.0,2007.0,2020/07/20,2020/07/03,,,read,,,,1.0,0.0,"[('the yellow house mystery', 57)]",86.0,,,,,the well of ascension mistborn 2,the well of ascension mistborn 2      Tor Books 2007.0
18490585.0,Brandon Sanderson,"Sanderson, Brandon",,"=""0765377136""","=""9780765377135""",5.0,4.49,Tor Trade,Paperback,664.0,2014.0,2006.0,2020/07/03,2016/08/01,"tbr-2020, best-of-2020","tbr-2020 (#10), best-of-2020 (#5)",read,Loved it from the beginning till the end. Absolutely loved the characters in the book. This might be the best book i read in 2020.,,,1.0,0.0,"[('the secret history', 58)]",86.0,,,,,the final empire mistborn 1,"the final empire mistborn 1    Loved it from the beginning till the end. Absolutely loved the characters in the book. This might be the best book i read in 2020. tbr-2020, best-of-2020 Tor Trade 2014.0"
42074525.0,N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",0.0,3.85,Orbit,Hardcover,437.0,2020.0,2020.0,,2020/07/04,to-read,to-read (#222),to-read,,,,0.0,0.0,"[('the spy who came in from the cold', 55)]",86.0,,,,,the city we became great cities 1,the city we became great cities 1     to-read Orbit 2020.0
49629448.0,Roseanne A. Brown,"Brown, Roseanne A.",,"=""0062891499""","=""9780062891495""",0.0,3.93,Balzer + Bray,Hardcover,466.0,2020.0,2020.0,,2020/07/04,to-read,to-read (#221),to-read,,,,0.0,0.0,"[('a strange manuscript found in a copper cylinder', 47)]",86.0,,,,,a song of wraiths and ruin a song of wraiths and ruin 1,a song of wraiths and ruin a song of wraiths and ruin 1     to-read Balzer + Bray 2020.0
39085465.0,Bethany C. Morrow,"Morrow, Bethany C.",,"=""1250315328""","=""9781250315328""",0.0,3.73,Tor Teen,Hardcover,288.0,2020.0,2020.0,,2020/07/04,to-read,to-read (#220),to-read,,,,0.0,0.0,"[('the innocence of father brown father brown mystery', 47)]",86.0,,,,,a song below water a song below water 1,a song below water a song below water 1     to-read Tor Teen 2020.0
32718027.0,S.A. Chakraborty,"Chakraborty, S.A.",,"=""0062678108""","=""9780062678102""",0.0,4.14,Harper Voyager,Hardcover,532.0,2017.0,2017.0,,2020/07/04,to-read,to-read (#219),to-read,,,,0.0,0.0,"[('the incredulity of father brown', 56)]",86.0,,,,,the city of brass the daevabad trilogy 1,the city of brass the daevabad trilogy 1     to-read Harper Voyager 2017.0
53138253.0,Brigid Kemmerer,"Kemmerer, Brigid",,"=""1547602589""","=""9781547602582""",0.0,3.78,Bloomsbury,Hardcover,408.0,2021.0,2021.0,,2020/06/22,to-read,to-read (#216),to-read,,,,0.0,0.0,"[('saving the world and other extreme sports', 49)]",86.0,,,,,a vow so bold and deadly cursebreakers 3,a vow so bold and deadly cursebreakers 3     to-read Bloomsbury 2021.0
22823333.0,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0.0,3.71,Crafty Games,ebook,21.0,2012.0,2012.0,,2020/06/28,to-read,to-read (#218),to-read,,,,0.0,0.0,"[('the seven dials mystery', 60)]",86.0,,,,,the eleventh metal mistborn 05,the eleventh metal mistborn 05     to-read Crafty Games 2012.0
119322.0,Philip Pullman,"Pullman, Philip",,"=""0679879242""","=""9780679879244""",0.0,4.03,RANDOM HOUSE TRADE,Hardcover,399.0,1996.0,1995.0,,2020/06/27,to-read,to-read (#217),to-read,,,,0.0,0.0,"[('the hound of the baskervilles', 53)]",86.0,,,,,the golden compass his dark materials 1,the golden compass his dark materials 1     to-read RANDOM HOUSE TRADE 1996.0
42952728.0,Brigid Kemmerer,"Kemmerer, Brigid",,"=""""","=""""",0.0,3.88,Bloomsbury YA,Hardcover,450.0,2020.0,2020.0,,2020/06/20,to-read,to-read (#215),to-read,,,,0.0,0.0,"[('la vérité sur laffaire harry quebert', 50)]",86.0,,,,,a heart so fierce and broken cursebreakers 2,a heart so fierce and broken cursebreakers 2     to-read Bloomsbury YA 2020.0
44169514.0,Brigid Kemmerer,"Kemmerer, Brigid",,"=""1526610671""","=""9781526610676""",5.0,3.96,Bloomsbury,Hardcover,477.0,2019.0,2019.0,2020/06/20,2020/04/20,tbr-2020,tbr-2020 (#7),read,,,,1.0,0.0,"[('the strange case of dr jekyll and mr hyde', 48)]",86.0,,,,,a curse so dark and lonely a curse so dark and lonely 1,a curse so dark and lonely a curse so dark and lonely 1     tbr-2020 Bloomsbury 2019.0
40536335.0,Justin A. Reynolds,"Reynolds, Justin A.",,"=""0062748378""","=""9780062748379""",0.0,3.64,HarperCollins,Hardcover,449.0,2019.0,2019.0,,2020/06/13,to-read,to-read (#214),to-read,,,,0.0,0.0,"[('postern of fate', 61)]",86.0,,,,,opposite of always,opposite of always     to-read HarperCollins 2019.0
35297403.0,Cassandra Clare,"Clare, Cassandra",Wesley Chu,"=""1481495089""","=""9781481495080""",0.0,4.1,Margaret K. McElderry Books,Hardcover,350.0,2019.0,2019.0,,2020/06/13,to-read,to-read (#213),to-read,,,,0.0,0.0,"[('the case of the velvet claws', 58)]",86.0,,,,,the red scrolls of magic the eldest curses 1,the red scrolls of magic the eldest curses 1     to-read Margaret K. McElderry Books 2019.0
40381319.0,Samantha Shannon,"Shannon, Samantha",,"=""""","=""""",0.0,4.18,Bloomsbury Publishing,Hardcover,827.0,2019.0,2019.0,,2020/06/13,to-read,to-read (#212),to-read,,,,0.0,0.0,"[('the case of the missing marquess enola holmes 1', 54)]",86.0,,,,,the priory of the orange tree the roots of chaos 1,the priory of the orange tree the roots of chaos 1     to-read Bloomsbury Publishing 2019.0
29780253.0,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",0.0,4.49,Doubleday Canada,Hardcover,289.0,2016.0,2016.0,,2020/06/12,to-read,to-read (#211),to-read,,,,0.0,0.0,"[('scary stories to tell in the dark', 48)]",86.0,,,,,born a crime stories from a south african childhood,born a crime stories from a south african childhood     to-read Doubleday Canada 2016.0
13104080.0,Tahereh Mafi,"Mafi, Tahereh",,"=""0062085530""","=""9780062085535""",3.0,4.11,HarperCollins ,Hardcover,480.0,2013.0,2013.0,2020/06/12,2020/06/09,,,read,Unfortunately i am not a big fan of this series. The plot were good enough but<br/>I found the main female protagonist to be weak and crying 24/7. ,,,1.0,0.0,"[('unraveling the mystery of health', 58)]",60.0,,,,,unravel me shatter me 2,unravel me shatter me 2    Unfortunately i am not a big fan of this series. The plot were good enough but<br/>I found the main female protagonist to be weak and crying 24/7.   HarperCollins  2013.0
10429045.0,Tahereh Mafi,"Mafi, Tahereh",,"=""0062085484""","=""9780062085481""",3.0,3.84,Harper,Hardcover,338.0,2011.0,2011.0,2020/06/10,2020/06/09,tbr-2020,tbr-2020 (#9),read,Surprisingly I didn’t like this book that much but it wasn’t bad either. Looking forward to the next one!,,,1.0,0.0,"[('the master key', 54)]",86.0,,,,,shatter me shatter me 1,shatter me shatter me 1    Surprisingly I didn’t like this book that much but it wasn’t bad either. Looking forward to the next one! tbr-2020 Harper 2011.0
13188676.0,Tahereh Mafi,"Mafi, Tahereh",,"=""006208559X""","=""9780062085597""",0.0,4.45,HarperCollins ,Kindle Edition,408.0,2014.0,2014.0,,2020/06/09,to-read,to-read (#210),to-read,,,,0.0,0.0,"[('the master key', 56)]",86.0,,,,,ignite me shatter me 3,ignite me shatter me 3     to-read HarperCollins  2014.0
38237340.0,Holly Black,"Black, Holly",,"=""0316310352""","=""9780316310352""",5.0,4.28,"Little, Brown Books for Young Readers",Hardcover,322.0,2019.0,2019.0,2019/12/22,2019/12/22,,,read,,,,1.0,0.0,"[('the silence of the lambs', 56)]",86.0,,,,,the wicked king the folk of the air 2,"the wicked king the folk of the air 2      Little, Brown Books for Young Readers 2019.0"
29469165.0,Jeff Wheeler,"Wheeler, Jeff",,"=""1503937720""","=""9781503937727""",4.0,4.43,47North,Paperback,384.0,2016.0,2016.0,2020/06/08,2020/06/06,,,read,,,,1.0,0.0,"[('the sirens of titan', 55)]",86.0,,,,,the kings traitor kingfountain 3,the kings traitor kingfountain 3      47North 2016.0
29213435.0,Jeff Wheeler,"Wheeler, Jeff",,"=""1503935000""","=""9781503935006""",5.0,4.34,47North,Paperback,366.0,2016.0,2016.0,2020/06/06,2020/06/02,best-of-2020,best-of-2020 (#4),read,"Just LOVED it! It is much better than the first book although i liked that book too. It was full of emotions, drama and twists. I love Owen and.. his mind. <br/>I wish this could had ended in much different way but i still excited to what will happen next!! ",,,1.0,0.0,"[('the daughter of time', 59)]",86.0,,,,,the thiefs daughter kingfountain 2,"the thiefs daughter kingfountain 2    Just LOVED it! It is much better than the first book although i liked that book too. It was full of emotions, drama and twists. I love Owen and.. his mind. <br/>I wish this could had ended in much different way but i still excited to what will happen next!!  best-of-2020 47North 2016.0"
29103028.0,Jeff Wheeler,"Wheeler, Jeff",,"=""150398298X""","=""9781503982987""",4.0,4.14,47North,Kindle Edition,336.0,2016.0,2016.0,2020/06/02,2020/05/28,tbr-2020,tbr-2020 (#6),read,I am in love with this book. The story was from a young boy’s perspective and it was so fun to read. Looking forward to next book!,,,1.0,0.0,"[('the sirens of titan', 53)]",86.0,,,,,the queens poisoner kingfountain 1,the queens poisoner kingfountain 1    I am in love with this book. The story was from a young boy’s perspective and it was so fun to read. Looking forward to next book! tbr-2020 47North 2016.0
50175239.0,Patrick Ness,"Ness, Patrick",,"=""0062869493""","=""9780062869494""",0.0,3.73,Quill Tree Books,Hardcover,371.0,2020.0,2020.0,,2020/05/29,to-read,to-read (#209),to-read,,,,0.0,0.0,"[('curtain', 55)]",90.0,,,,,burn,burn     to-read Quill Tree Books 2020.0
17851885.0,Malala Yousafzai,"Yousafzai, Malala",Christina Lamb,"=""0316322407""","=""9780316322409""",0.0,4.16,"Little, Brown and Company",Hardcover,327.0,2013.0,2012.0,,2020/05/29,to-read,to-read (#208),to-read,,,,0.0,0.0,"[('the mystery of the blue train', 41)]",86.0,,,,,i am malala the story of the girl who stood up for education and was shot by the taliban,"i am malala the story of the girl who stood up for education and was shot by the taliban     to-read Little, Brown and Company 2013.0"
15839984.0,Rosamund Hodge,"Hodge, Rosamund",,"=""0062224735""","=""9780062224736""",4.0,3.64,Balzer + Bray,Hardcover,346.0,2014.0,2014.0,2020/05/28,2020/05/10,tbr-2020,tbr-2020 (#3),read,This was a very quick read for me. The story started off well enough and it was a complete retell of beauty and the beast but a very different version. I thought i knew how it will end but the ending took me by surprise. <br/>Overall it was a good read.<br/>I would give it a 3.75 stars ⭐️ ,,,1.0,0.0,"[('the bat', 53)]",57.0,,,,,cruel beauty,cruel beauty    This was a very quick read for me. The story started off well enough and it was a complete retell of beauty and the beast but a very different version. I thought i knew how it will end but the ending took me by surprise. <br/>Overall it was a good read.<br/>I would give it a 3.75 stars ⭐️  tbr-2020 Balzer + Bray 2014.0
15745753.0,Rainbow Rowell,"Rowell, Rainbow",,"=""1250012570""","=""9781250012579""",2.0,3.93,St. Martin's Press,Hardcover,328.0,2013.0,2012.0,2016/12/24,2014/07/09,,,read,,,,1.0,0.0,"[('heart of darkness', 53)]",60.0,,,,,eleanor  park,eleanor  park      St. Martin's Press 2013.0
31434883.0,Gail Honeyman,"Honeyman, Gail",,"=""0735220689""","=""9780735220683""",0.0,4.23,Pamela Dorman Books / Viking,Hardcover,336.0,2017.0,2017.0,,2020/05/11,to-read,to-read (#207),to-read,,,,0.0,0.0,"[('elephants can remember', 49)]",86.0,,,,,eleanor oliphant is completely fine,eleanor oliphant is completely fine     to-read Pamela Dorman Books / Viking 2017.0
18693763.0,Celeste Ng,"Ng, Celeste",,"=""159420571X""","=""9781594205712""",0.0,3.84,Penguin Press,Hardcover,297.0,2014.0,2014.0,,2020/05/11,to-read,to-read (#205),to-read,,,,0.0,0.0,"[('evil under the sun', 49)]",86.0,,,,,everything i never told you,everything i never told you     to-read Penguin Press 2014.0
13158800.0,M.L. Stedman,"Stedman, M.L.",,"=""1451681739""","=""9781451681734""",0.0,4.04,Scribner,Hardcover,362.0,2012.0,2012.0,,2020/05/10,to-read,to-read (#204),to-read,,,,0.0,0.0,"[('the thirteen problems', 58)]",86.0,,,,,the light between oceans,the light between oceans     to-read Scribner 2012.0
77203.0,Khaled Hosseini,"Hosseini, Khaled",,"=""159463193X""","=""9781594631931""",0.0,4.35,Riverhead Books,Paperback,371.0,2004.0,2003.0,,2020/05/10,to-read,to-read (#203),to-read,,,,0.0,0.0,"[('the naked sun', 64)]",86.0,,,,,the kite runner,the kite runner     to-read Riverhead Books 2004.0
18166936.0,Leslye Walton,"Walton, Leslye",,"=""0763665665""","=""9780763665661""",0.0,4.03,Candlewick Press,Hardcover,301.0,2014.0,2014.0,,2020/05/10,to-read,to-read (#202),to-read,,,,0.0,0.0,"[('the strange case of dr jekyll and mr hyde', 53)]",86.0,,,,,the strange and beautiful sorrows of ava lavender,the strange and beautiful sorrows of ava lavender     to-read Candlewick Press 2014.0
12067.0,Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0.0,4.25,William Morrow Paperbacks,Mass Market Paperback,491.0,2006.0,1990.0,,2020/05/10,to-read,to-read (#201),to-read,,,,0.0,0.0,"[('from the mixedup files of mrs basil e frankweiler', 46)]",86.0,,,,,good omens the nice and accurate prophecies of agnes nutter witch,good omens the nice and accurate prophecies of agnes nutter witch     to-read William Morrow Paperbacks 2006.0
113436.0,Christopher Paolini,"Paolini, Christopher",,"=""0375826696""","=""9780375826696""",0.0,3.96,Alfred A. Knopf,Paperback,503.0,2005.0,2002.0,,2020/05/10,to-read,to-read (#200),to-read,,,,0.0,0.0,"[('death on the nile', 55)]",86.0,,,,,eragon the inheritance cycle 1,eragon the inheritance cycle 1     to-read Alfred A. Knopf 2005.0
28449207.0,Laini Taylor,"Taylor, Laini",,"=""0316341681""","=""9780316341684""",0.0,4.28,"Little, Brown Books for Young Readers",Hardcover,532.0,2017.0,2017.0,,2020/05/10,to-read,to-read (#199),to-read,,,,0.0,0.0,"[('nate the great nate the great', 60)]",86.0,,,,,strange the dreamer strange the dreamer 1,"strange the dreamer strange the dreamer 1     to-read Little, Brown Books for Young Readers 2017.0"
40929.0,Edmund  Morris,"Morris, Edmund",,"=""""","=""""",0.0,4.23,The Modern Library,Paperback,816.0,2001.0,1979.0,,2020/05/10,"to-read, tbr-2020","to-read (#198), tbr-2020 (#4)",to-read,,,,0.0,0.0,"[('the innocence of father brown father brown mystery', 53)]",86.0,,,,,the rise of theodore roosevelt theodore roosevelt 1,"the rise of theodore roosevelt theodore roosevelt 1     to-read, tbr-2020 The Modern Library 2001.0"
28921.0,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0.0,4.14,Faber & Faber,Paperback,258.0,2005.0,1989.0,,2020/04/27,to-read,to-read (#194),to-read,,,,0.0,0.0,"[('the sirens of titan', 68)]",86.0,,,,,the remains of the day,the remains of the day     to-read Faber & Faber 2005.0
19390926.0,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",3.0,4.11,Simon & Schuster UK,Kindle Edition,322.0,2012.0,2012.0,2020/04/27,2020/04/23,,,read,,,,1.0,0.0,"[('five on a treasure island', 51)]",86.0,,,,,point of retreat slammed 2,point of retreat slammed 2      Simon & Schuster UK 2012.0
13372690.0,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4.0,4.14,Colleen Hoover,ebook,317.0,2012.0,2012.0,2020/04/23,2014/07/09,,,read,,,,1.0,0.0,"[('storm island', 48)]",86.0,,,,,slammed slammed 1,slammed slammed 1      Colleen Hoover 2012.0
25756328.0,Jenna Evans Welch,"Welch, Jenna Evans",,"=""1481432540""","=""9781481432542""",0.0,4.03,Simon Pulse,Hardcover,386.0,2016.0,2016.0,,2020/04/22,to-read,to-read (#192),to-read,,,,0.0,0.0,"[('nate the great nate the great', 54)]",86.0,,,,,love  gelato love  gelato 1,love  gelato love  gelato 1     to-read Simon Pulse 2016.0
9361589.0,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",4.0,4.0,Doubleday,Hardcover,506.0,2011.0,2011.0,2018/01/04,2017/08/11,,,read,,,,2.0,0.0,"[('the midnight club', 73)]",86.0,,,,,the night circus,the night circus      Doubleday 2011.0
1966969.0,Maria V. Snyder,"Snyder, Maria V.",,"=""0778325342""","=""9780778325345""",3.0,3.91,Mira,Paperback,441.0,2008.0,2008.0,2020/04/20,2020/04/07,,,read,,,,1.0,0.0,"[('a study in scarlet', 50)]",86.0,,,,,fire study study 3,fire study study 3      Mira 2008.0
26074181.0,Kiera Cass,"Cass, Kiera",,"=""0062392174""","=""9780062392176""",4.0,3.62,HarperCollins,Hardcover,278.0,2016.0,2016.0,2017/08/05,2016/12/29,to-read,to-read (#120),to-read,,,,1.0,0.0,"[('the girl on the train', 65)]",86.0,,,,,the crown the selection 5,the crown the selection 5     to-read HarperCollins 2016.0
4450057.0,Maria V. Snyder,"Snyder, Maria V.",Gabra Zackman,"=""""","=""""",0.0,3.73,MIRA Books,ebook,15.0,2008.0,2008.0,,2020/04/10,,,read,,,,1.0,0.0,"[('a study in scarlet', 49)]",56.0,,,,,assassin study study 15,assassin study study 15      MIRA Books 2008.0
46202.0,Maria V. Snyder,"Snyder, Maria V.",,"=""0373802498""","=""9780373802494""",5.0,4.03,Luna,Hardcover,392.0,2006.0,2006.0,2020/04/10,2020/04/07,,,read,,,,1.0,0.0,"[('a study in scarlet', 54)]",56.0,,,,,magic study study 2,magic study study 2      Luna 2006.0
60510.0,Maria V. Snyder,"Snyder, Maria V.",,"=""0778324338""","=""9780778324331""",5.0,4.09,Mira,Paperback,427.0,2007.0,2005.0,2020/04/09,2020/04/07,,,read,,,,1.0,0.0,"[('a study in scarlet', 47)]",86.0,,,,,poison study study 1,poison study study 1      Mira 2007.0
40961230.0,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""0735235244""","=""9780735235243""",5.0,4.33,Viking,Kindle Edition,281.0,2018.0,2012.0,2020/04/07,2020/04/01,,,read,I really liked this book although i am not a cat person at all!<br/>This book is worth reading.,,,1.0,0.0,"[('the da vinci code', 57)]",86.0,,,,,the travelling cat chronicles,the travelling cat chronicles    I really liked this book although i am not a cat person at all!<br/>This book is worth reading.  Viking 2018.0
37539001.0,Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316485543""","=""9780316485548""",0.0,4.19,JIMMY Patterson,Hardcover,464.0,2019.0,2019.0,,2020/04/04,to-read,to-read (#191),to-read,,,,0.0,0.0,"[('the ruby in the smoke sally lockhart 1', 48)]",86.0,,,,,capturing the devil stalking jack the ripper 4,capturing the devil stalking jack the ripper 4     to-read JIMMY Patterson 2019.0
30375937.0,Kerri Maniscalco,"Maniscalco, Kerri",,"=""0316551694""","=""9780316551694""",0.0,3.93,JIMMY Patterson,ebook,416.0,2018.0,2018.0,,2020/04/04,to-read,to-read (#190),to-read,,,,0.0,0.0,"[('saving the world and other extreme sports', 45)]",86.0,,,,,escaping from houdini stalking jack the ripper 3,escaping from houdini stalking jack the ripper 3     to-read JIMMY Patterson 2018.0
41957126.0,Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4.0,4.3,"Hoover Ink, Inc.",Kindle Edition,324.0,2018.0,2018.0,2019/06/25,2019/06/23,,,read,3.5,,,1.0,0.0,"[('oliver twist', 56)]",62.0,,,,,verity,"verity    3.5  Hoover Ink, Inc. 2018.0"
39939417.0,Rachael Lippincott,"Lippincott, Rachael","Mikki Daughtry, Tobias Iaconis","=""""","=""""",0.0,4.18,Simon & Schuster Books for Young Readers,ebook,288.0,2018.0,2018.0,,2020/04/01,to-read,to-read (#189),to-read,,,,0.0,0.0,"[('firestarter', 54)]",86.0,,,,,five feet apart,five feet apart     to-read Simon & Schuster Books for Young Readers 2018.0
